node_id,timestamp,latitude,longitude,temperature_c,humidity_pct,surface_temp_c,smoke_index,co_ppm,voc_index,wind_speed_kmh,wind_direction_deg,fire_risk,is_fire_event,battery_pct,signal_rssi
NODE_023,2024-07-01T00:00:00+00:00,43.97174154979576,-78.97186055577966,22.05,65.59,23.96,0.0841,0.4078,51.03,7.3,175.2,0.0927,False,76.08098699496003,-107
NODE_024,2024-07-01T00:00:00+00:00,43.9732788686754,-78.96112551202356,22.24,65.46,24.31,0.083,0.4115,49.59,7.35,183.4,0.0929,False,78.8859213873639,-99
NODE_025,2024-07-01T00:00:00+00:00,43.97150243270458,-78.95351762314931,22.15,64.83,23.29,0.0648,0.4065,49.7,7.62,180.7,0.0934,False,97.16030294506928,-89
NODE_026,2024-07-01T00:00:00+00:00,43.97244832269053,-78.94072486088308,22.54,64.72,23.9,0.0668,0.3968,49.19,7.57,181.7,0.0936,False,90.55151805753351,-90
NODE_027,2024-07-01T00:00:00+00:00,43.97501857914705,-78.92635165767399,22.26,65.24,24.15,0.0719,0.3958,50.14,7.17,186.2,0.0922,False,94.61748728636312,-91
NODE_028,2024-07-01T00:00:00+00:00,43.97296207488452,-78.90953193382762,22.74,64.27,23.58,0.0952,0.3881,48.52,7.5,184.5,0.0965,False,76.32691817549686,-81
NODE_029,2024-07-01T00:00:00+00:00,43.97274111959235,-78.90168014224629,22.37,65.13,23.54,0.0781,0.3991,50.08,8.32,184.9,0.0949,False,70.03443463000097,-66
NODE_030,2024-07-01T00:00:00+00:00,43.98330693380388,-79.01233452122787,22.04,64.85,23.62,0.0853,0.4091,50.72,8.37,177.3,0.0961,False,79.13483892555922,-96
NODE_031,2024-07-01T00:00:00+00:00,43.982443993448726,-78.99710492716142,22.31,64.82,24.17,0.0786,0.3903,48.86,7.6,185.1,0.0943,False,80.89998043326405,-87
NODE_032,2024-07-01T00:00:00+00:00,43.98123090138776,-78.98382589231491,21.66,65.34,23.67,0.0662,0.4116,50.1,7.26,187.2,0.0919,False,87.65927592333507,-91
NODE_033,2024-07-01T00:00:00+00:00,43.98202986320533,-78.97810554162639,21.77,65.16,24.27,0.067,0.405,50.66,7.88,165.9,0.0933,False,74.7640411844952,-98
NODE_034,2024-07-01T00:00:00+00:00,43.98394006716512,-78.96513727064105,21.67,65.75,23.88,0.0939,0.3922,50.58,8.51,184.4,0.095,False,87.36238481284155,-107
NODE_035,2024-07-01T00:00:00+00:00,43.9835637563091,-78.95058698978043,22.51,64.88,24.4,0.0978,0.3831,51.02,7.96,175.9,0.0961,False,99.47594393377857,-85
NODE_036,2024-07-01T00:00:00+00:00,43.98135443910648,-78.93677058268375,22.51,64.18,24.26,0.0872,0.3963,50.46,7.44,184.0,0.096,False,89.07872545418687,-92
NODE_037,2024-07-01T00:00:00+00:00,43.982150371710105,-78.921435526599,22.03,64.77,23.71,0.0723,0.3995,49.12,8.53,179.5,0.0956,False,97.68184217595667,-82
NODE_038,2024-07-01T00:00:00+00:00,43.98295705877094,-78.91532353199273,21.97,65.52,23.98,0.0944,0.4063,50.32,6.94,176.6,0.0929,False,85.9405427414016,-90
NODE_039,2024-07-01T00:00:00+00:00,43.98332519690996,-78.89788949773202,22.11,65.84,23.86,0.0782,0.4086,51.05,7.98,179.5,0.0929,False,95.34817976535844,-63
NODE_040,2024-07-01T00:00:00+00:00,43.98889052439128,-79.01310949482225,22.25,64.65,24.63,0.0769,0.3834,49.24,8.21,190.3,0.0955,False,83.43353178005306,-89
NODE_041,2024-07-01T00:00:00+00:00,43.98830845320181,-78.99842737607845,21.89,64.95,24.85,0.0835,0.3858,49.37,7.26,177.9,0.0938,False,93.5414469032217,-70
NODE_042,2024-07-01T00:00:00+00:00,43.98971421378364,-78.987579139905,22.1,65.08,23.49,0.0712,0.3968,48.59,7.52,179.6,0.0931,False,87.71843443050979,-87
NODE_043,2024-07-01T00:00:00+00:00,43.99103752722238,-78.97800895446316,21.8,65.21,23.8,0.0752,0.3879,50.6,7.75,177.8,0.0935,False,93.4140898141576,-96
NODE_044,2024-07-01T00:00:00+00:00,43.98989519956108,-78.96147590564429,21.74,65.07,24.04,0.0729,0.4083,49.6,8.31,171.6,0.0946,False,93.55408670166231,-78
NODE_045,2024-07-01T00:00:00+00:00,43.98937616565608,-78.95095175100448,22.67,65.98,23.83,0.0663,0.4042,48.39,7.57,175.9,0.091,False,80.7965074408205,-62
NODE_046,2024-07-01T00:00:00+00:00,43.9912215698756,-78.93537273398958,21.99,64.59,24.5,0.0692,0.4058,50.45,8.56,173.7,0.0958,False,75.55809383427925,-71
NODE_047,2024-07-01T00:00:00+00:00,43.993248547984486,-78.92422594573628,21.78,64.91,23.39,0.0772,0.4089,49.51,7.68,182.3,0.0942,False,80.0201837622442,-67
NODE_048,2024-07-01T00:00:00+00:00,43.98838444904416,-78.90920370245448,22.43,65.4,23.6,0.0946,0.3974,50.12,7.56,174.4,0.0942,False,77.54208420678525,-102
NODE_049,2024-07-01T00:00:00+00:00,43.98957278022701,-78.90184571138352,22.17,65.09,24.69,0.0853,0.4058,51.61,7.35,185.4,0.0939,False,90.73775898813,-86
NODE_050,2024-07-01T00:00:00+00:00,44.002420669436844,-79.01573037834527,22.06,64.94,24.39,0.0862,0.401,50.51,7.92,182.7,0.0952,False,76.14906812995106,-72
NODE_051,2024-07-01T00:00:00+00:00,44.00171171184577,-78.99650330600097,21.84,64.85,24.21,0.0876,0.4101,50.73,7.47,179.3,0.0948,False,91.66797331658256,-69
NODE_052,2024-07-01T00:00:00+00:00,44.00144832383976,-78.99035742082154,21.63,65.14,24.05,0.0736,0.4057,49.16,8.02,174.0,0.094,False,75.70254274335863,-96
NODE_053,2024-07-01T00:00:00+00:00,44.0024218516273,-78.97757001222861,22.11,65.07,24.31,0.0726,0.4149,49.32,8.55,181.6,0.095,False,93.91062817866388,-90
NODE_054,2024-07-01T00:00:00+00:00,44.00202050092003,-78.96310183439816,22.53,64.92,25.03,0.086,0.3913,50.38,8.42,183.3,0.096,False,91.3714594027322,-83
NODE_055,2024-07-01T00:00:00+00:00,44.002332559937095,-78.94808984652543,22.02,65.19,24.63,0.0694,0.3843,49.32,8.63,175.7,0.0945,False,97.63596949254688,-107
NODE_056,2024-07-01T00:00:00+00:00,43.99837305270704,-78.93888593484533,21.95,64.92,23.57,0.0827,0.4007,48.62,8.16,171.6,0.0954,False,83.93953207364848,-64
NODE_057,2024-07-01T00:00:00+00:00,44.00080148104558,-78.92542162314882,22.3,64.84,23.19,0.0842,0.3891,49.63,7.93,181.6,0.0952,False,94.14568905508496,-78
NODE_058,2024-07-01T00:00:00+00:00,43.99974803366083,-78.91432229986862,22.21,65.11,23.98,0.1012,0.4105,48.76,8.82,186.1,0.0974,False,98.9618588945302,-95
NODE_059,2024-07-01T00:00:00+00:00,43.99911931005333,-78.89924526673143,22.23,64.86,24.31,0.0757,0.3886,50.69,8.21,174.3,0.095,False,94.15286678606849,-99
NODE_060,2024-07-01T00:00:00+00:00,44.00948580519785,-79.01632969868471,21.9,64.48,23.94,0.0988,0.4027,50.87,7.76,182.5,0.0968,False,79.93460583453594,-67
NODE_061,2024-07-01T00:00:00+00:00,44.00972032455665,-79.00213273575838,22.49,65.19,24.09,0.0771,0.3793,48.84,7.77,179.9,0.0937,False,95.69709057906395,-98
NODE_062,2024-07-01T00:00:00+00:00,44.01095853734794,-78.99079500940238,22.49,65.43,24.28,0.0842,0.4069,50.35,8.04,181.8,0.0942,False,95.58386108032016,-78
NODE_063,2024-07-01T00:00:00+00:00,44.00781081298544,-78.97517659537809,22.1,64.78,24.13,0.0697,0.4176,50.48,8.21,183.8,0.0949,False,72.61101435205622,-83
NODE_064,2024-07-01T00:00:00+00:00,44.00703761128352,-78.95924834598185,21.56,64.67,23.83,0.0881,0.3878,47.44,7.72,182.5,0.0955,False,70.87524401689565,-68
NODE_065,2024-07-01T00:00:00+00:00,44.00943432868099,-78.9519269293549,21.68,65.5,24.41,0.0741,0.4222,50.86,7.44,182.5,0.0924,False,83.77822603748409,-80
NODE_066,2024-07-01T00:00:00+00:00,44.01067220979272,-78.93979573789348,21.97,64.94,24.18,0.0621,0.3953,49.96,8.18,193.8,0.0938,False,85.6729988497329,-108
NODE_067,2024-07-01T00:00:00+00:00,44.00987115871853,-78.92605160534619,21.73,64.9,24.34,0.0811,0.4003,50.1,7.79,183.5,0.0947,False,97.55586770647692,-84
NODE_068,2024-07-01T00:00:00+00:00,44.00883325290571,-78.91068867057626,21.62,65.73,23.86,0.0944,0.4016,49.51,7.33,175.6,0.0931,False,98.54392974944832,-75
NODE_069,2024-07-01T00:00:00+00:00,44.00984895714078,-78.89881429452687,22.13,65.27,23.35,0.0961,0.4123,50.85,8.44,183.8,0.0961,False,74.60136112583025,-64
NODE_070,2024-07-01T00:00:00+00:00,44.01748529477655,-79.01381665611588,21.96,65.65,23.74,0.0852,0.394,49.26,8.22,179.9,0.0941,False,85.0589393620303,-90
NODE_071,2024-07-01T00:00:00+00:00,44.01665405861926,-79.00242692075538,21.96,65.21,23.83,0.0793,0.3903,50.37,8.12,183.3,0.0944,False,96.90591011634685,-72
NODE_072,2024-07-01T00:00:00+00:00,44.01605810787564,-78.98995610768398,22.07,65.49,23.49,0.0719,0.4071,50.5,7.93,177.6,0.093,False,99.09467784340572,-67
NODE_073,2024-07-01T00:00:00+00:00,44.01665152533058,-78.97186792042721,22.03,65.1,24.07,0.09,0.3953,50.64,7.82,181.1,0.0949,False,90.5965384796516,-69
NODE_074,2024-07-01T00:00:00+00:00,44.01970678553837,-78.95983325697082,22.01,64.81,23.69,0.0848,0.4011,48.74,7.97,170.3,0.0954,False,90.14124896937464,-96
NODE_075,2024-07-01T00:00:00+00:00,44.01559124884201,-78.94626782341686,22.24,65.08,24.49,0.0575,0.3904,49.65,8.65,178.7,0.094,False,78.08065185552158,-66
NODE_076,2024-07-01T00:00:00+00:00,44.0205594543171,-78.9342581030106,21.74,65.01,24.63,0.085,0.3878,50.74,7.98,183.4,0.095,False,94.74004703376072,-66
NODE_077,2024-07-01T00:00:00+00:00,44.01622343708878,-78.92505780430213,22.29,64.78,24.3,0.0946,0.415,49.17,8.32,174.2,0.0968,False,76.69430456665694,-72
NODE_078,2024-07-01T00:00:00+00:00,44.01997445610212,-78.90941785358886,22.02,64.95,24.19,0.0868,0.4113,49.0,7.0,180.5,0.0937,False,93.92374485087238,-86
NODE_079,2024-07-01T00:00:00+00:00,44.01738438201051,-78.89626013990902,22.04,64.63,23.78,0.0843,0.3861,50.41,8.38,189.0,0.0964,False,77.76109643654561,-87
NODE_080,2024-07-01T00:00:00+00:00,44.02933419102276,-79.01048115813144,21.84,65.49,24.38,0.0816,0.4039,50.89,7.74,177.8,0.0934,False,70.95545661475614,-105
NODE_081,2024-07-01T00:00:00+00:00,44.02660827733495,-78.99664514380953,22.29,65.51,24.37,0.0955,0.42,49.74,7.42,180.2,0.0939,False,97.56865581813904,-72
NODE_082,2024-07-01T00:00:00+00:00,44.02790018100743,-78.9876768863759,21.8,65.61,24.12,0.0804,0.4147,50.0,8.21,181.0,0.0939,False,98.34371805175924,-74
NODE_083,2024-07-01T00:00:00+00:00,44.025929683820095,-78.97152774496088,21.51,64.88,23.74,0.0899,0.3797,47.12,7.65,191.5,0.095,False,87.01944417297383,-92
NODE_084,2024-07-01T00:00:00+00:00,44.02831138985786,-78.96581567251823,22.01,65.09,23.81,0.0776,0.3957,50.98,7.58,180.7,0.0936,False,97.68938331067652,-94
NODE_085,2024-07-01T00:00:00+00:00,44.024648464489694,-78.9493745421596,22.26,65.17,23.95,0.0829,0.3966,50.17,8.2,177.0,0.0949,False,72.15419273414057,-60
NODE_086,2024-07-01T00:00:00+00:00,44.02930051316429,-78.93725819534329,22.18,64.57,24.21,0.0872,0.3984,48.6,7.28,184.1,0.0949,False,97.1429249295836,-69
NODE_087,2024-07-01T00:00:00+00:00,44.02953149720662,-78.92812225065174,21.94,65.27,23.91,0.074,0.4105,48.77,7.54,179.8,0.093,False,83.77969970412451,-85
NODE_088,2024-07-01T00:00:00+00:00,44.02470020970454,-78.91565568859805,21.99,64.38,23.98,0.1004,0.3913,50.5,9.09,186.7,0.0993,False,72.87640828475912,-90
NODE_089,2024-07-01T00:00:00+00:00,44.02651522160088,-78.89657626439549,22.5,64.93,23.65,0.0602,0.3863,48.33,7.97,170.2,0.0934,False,72.48061420383989,-80
NODE_090,2024-07-01T00:00:00+00:00,44.034679728025054,-79.01190325864326,21.85,65.35,23.52,0.0786,0.4017,49.31,7.97,181.1,0.0939,False,70.00596705821562,-82
NODE_091,2024-07-01T00:00:00+00:00,44.03379813463656,-78.99892113480475,22.48,64.17,24.08,0.079,0.3941,48.23,7.74,179.5,0.0959,False,94.62971716826868,-68
NODE_092,2024-07-01T00:00:00+00:00,44.03615417901643,-78.9843092763783,21.99,64.46,23.62,0.0819,0.4123,49.72,7.75,178.2,0.0956,False,89.28773410393808,-93
NODE_093,2024-07-01T00:00:00+00:00,44.03695225606392,-78.97643892273105,21.4,64.95,24.18,0.086,0.3943,49.96,8.24,183.2,0.0956,False,84.99464261081354,-106
NODE_094,2024-07-01T00:00:00+00:00,44.03546024257786,-78.96120620663908,21.9,64.99,23.42,0.098,0.3827,49.93,8.55,179.2,0.0969,False,70.13698777286615,-95
NODE_095,2024-07-01T00:00:00+00:00,44.03581555439858,-78.94677043000952,22.34,64.38,24.14,0.0747,0.4023,48.63,8.48,180.6,0.0965,False,92.64356825249884,-78
NODE_096,2024-07-01T00:00:00+00:00,44.03338487161574,-78.93655590058117,21.93,64.72,24.64,0.0782,0.3976,49.91,7.36,179.3,0.0941,False,89.91189017437036,-81
NODE_097,2024-07-01T00:00:00+00:00,44.03870592571679,-78.9281760291551,22.05,64.8,24.19,0.0763,0.3829,50.96,7.61,181.6,0.0941,False,80.3728384622812,-92
NODE_098,2024-07-01T00:00:00+00:00,44.03607302118267,-78.91520043773409,22.12,64.84,24.05,0.0838,0.377,52.35,7.9,179.9,0.0951,False,84.40556751529586,-92
NODE_099,2024-07-01T00:00:00+00:00,44.03809875029126,-78.89706682758482,22.09,65.15,23.18,0.0867,0.4011,49.25,8.19,182.5,0.0952,False,99.12436044779449,-104
NODE_000,2024-07-01T00:00:30+00:00,43.95570989961893,-79.016183642243,22.46,64.89,24.32,0.0742,0.4145,49.01,8.46,174.9,0.0954,False,75.98423986027359,-61
NODE_001,2024-07-01T00:00:30+00:00,43.95357083540799,-79.00279739027818,22.1,64.44,25.12,0.0726,0.389,50.2,7.53,175.7,0.0945,False,76.44741637241495,-70
NODE_002,2024-07-01T00:00:30+00:00,43.95591888005221,-78.9846240580701,21.69,65.81,23.57,0.0852,0.3974,48.93,7.84,183.8,0.0931,False,87.11035338132609,-61
NODE_003,2024-07-01T00:00:30+00:00,43.955463675104696,-78.97858308027865,22.35,64.95,23.56,0.0918,0.4094,50.96,7.04,174.9,0.0941,False,91.39892328800472,-67
NODE_004,2024-07-01T00:00:30+00:00,43.95343430133123,-78.96249095368414,22.0,65.1,23.83,0.0682,0.3936,48.98,7.86,182.3,0.0934,False,80.06654677588152,-85
NODE_005,2024-07-01T00:00:30+00:00,43.955272743637536,-78.94835961951617,21.74,65.55,23.94,0.0852,0.4021,49.14,8.13,176.5,0.0942,False,71.96278596841316,-73
NODE_006,2024-07-01T00:00:30+00:00,43.955198103929575,-78.9395584113215,22.36,65.86,24.66,0.0789,0.3803,48.82,8.22,176.7,0.0931,False,83.21251987981891,-84
NODE_007,2024-07-01T00:00:30+00:00,43.953763097650125,-78.92218254993715,21.63,64.49,23.34,0.0753,0.4096,48.72,7.98,182.3,0.0955,False,86.80104960929789,-110
NODE_008,2024-07-01T00:00:30+00:00,43.95660753005215,-78.91093899195579,21.98,64.8,23.57,0.0939,0.4063,51.33,8.12,183.4,0.0964,False,99.21592798848692,-72
NODE_009,2024-07-01T00:00:30+00:00,43.95375274301197,-78.90204581292184,22.27,65.84,24.11,0.1042,0.3696,49.69,8.39,181.7,0.0952,False,91.80111752881868,-106
NODE_010,2024-07-01T00:00:30+00:00,43.96183132373636,-79.0135171588504,22.23,65.27,23.82,0.0637,0.408,52.16,7.37,178.5,0.092,False,91.42381254442525,-69
NODE_011,2024-07-01T00:00:30+00:00,43.965830041258926,-78.99929275935538,22.53,65.21,24.02,0.0648,0.4094,50.88,9.56,187.6,0.0959,False,74.2252813122462,-77
NODE_012,2024-07-01T00:00:30+00:00,43.96518603486927,-78.98728663702906,21.8,64.64,23.22,0.0752,0.4039,47.86,7.63,179.9,0.0945,False,75.03390388254833,-74
NODE_013,2024-07-01T00:00:30+00:00,43.961675230784905,-78.97662115056109,22.26,65.12,23.81,0.0695,0.4282,50.87,8.51,180.8,0.0947,False,86.52399765931837,-76
NODE_014,2024-07-01T00:00:30+00:00,43.964590746941184,-78.95980965590987,22.08,65.39,24.17,0.0922,0.3834,48.81,7.12,176.7,0.0932,False,77.06496814726559,-108
NODE_015,2024-07-01T00:00:30+00:00,43.96228422342254,-78.95323195068944,21.27,65.32,23.54,0.1067,0.3919,50.8,7.34,177.6,0.0948,False,79.290030204775,-108
NODE_016,2024-07-01T00:00:30+00:00,43.962501451396825,-78.93905809654913,21.91,65.75,24.94,0.0767,0.4095,50.38,7.69,179.3,0.0925,False,95.15893033450918,-90
NODE_017,2024-07-01T00:00:30+00:00,43.96588544552071,-78.92220252508496,21.87,65.27,25.36,0.0671,0.4045,50.22,7.91,180.7,0.0931,False,75.01229203128906,-92
NODE_018,2024-07-01T00:00:30+00:00,43.96277645410688,-78.91140808182945,22.1,64.99,23.38,0.0839,0.4133,50.11,6.97,180.5,0.0934,False,77.92516795139174,-69
NODE_019,2024-07-01T00:00:30+00:00,43.96213005568472,-78.900993291652,22.05,64.63,23.72,0.0995,0.4176,48.14,7.84,176.2,0.0967,False,80.66211908137753,-68
NODE_021,2024-07-01T00:00:30+00:00,43.97063667223127,-78.99907381313712,21.48,64.88,24.48,0.0806,0.3924,49.61,8.18,183.1,0.0953,False,99.05470815852534,-102
NODE_022,2024-07-01T00:00:30+00:00,43.97419134254152,-78.99009720829083,22.37,64.41,24.52,0.0786,0.4149,52.3,9.02,173.3,0.0976,False,84.1589074968611,-100
NODE_023,2024-07-01T00:00:30+00:00,43.9717254590111,-78.97183898737644,22.06,65.46,24.46,0.0857,0.4038,50.36,6.92,175.4,0.0924,False,76.07832338553897,-63
NODE_024,2024-07-01T00:00:30+00:00,43.97329828469557,-78.96113189046241,22.96,65.11,24.9,0.0856,0.4188,49.57,7.08,174.3,0.0935,False,78.88294219642113,-84
NODE_025,2024-07-01T00:00:30+00:00,43.97152000639207,-78.95353115467834,22.25,64.9,23.73,0.0599,0.4106,50.27,7.42,175.1,0.0926,False,97.15769061508186,-85
NODE_026,2024-07-01T00:00:30+00:00,43.972452106669394,-78.94074618574565,22.52,64.45,23.48,0.0713,0.3906,50.3,7.17,183.0,0.0938,False,90.54915778627507,-91
NODE_027,2024-07-01T00:00:30+00:00,43.974994409143534,-78.92637111726938,22.54,65.96,24.42,0.075,0.3943,50.76,7.84,186.8,0.0921,False,94.61467923795576,-80
NODE_028,2024-07-01T00:00:30+00:00,43.972980037515214,-78.90953796087099,22.93,63.14,23.68,0.0954,0.3701,48.89,7.28,171.8,0.0984,False,76.32580950060697,-110
NODE_029,2024-07-01T00:00:30+00:00,43.97276015429422,-78.90167644578325,21.96,65.23,24.03,0.0724,0.403,51.07,7.83,180.1,0.0934,False,70.03297334448145,-61
NODE_030,2024-07-01T00:00:30+00:00,43.98330563897568,-79.01233236302248,22.21,64.58,23.26,0.0819,0.4107,49.34,8.53,181.5,0.0967,False,79.13379554216237,-104
NODE_031,2024-07-01T00:00:30+00:00,43.98244426175898,-78.99710281463346,22.53,64.99,23.82,0.0718,0.3865,46.78,7.55,176.2,0.0933,False,80.89754877012663,-60
NODE_032,2024-07-01T00:00:30+00:00,43.98123843457989,-78.98384010430611,21.65,65.37,23.42,0.0734,0.4272,48.43,7.14,175.6,0.0922,False,87.6576448205364,-67
NODE_033,2024-07-01T00:00:30+00:00,43.98202710172041,-78.97811414172621,21.68,65.59,24.5,0.063,0.4202,51.31,7.3,188.9,0.0912,False,74.76265057836903,-62
NODE_034,2024-07-01T00:00:30+00:00,43.98394135694361,-78.96513359488631,22.26,65.71,24.13,0.1045,0.3971,52.57,8.2,189.4,0.0953,False,87.35965503370718,-107
NODE_035,2024-07-01T00:00:30+00:00,43.983562379995696,-78.95057685922839,22.59,65.18,24.57,0.0926,0.3737,50.26,8.53,175.9,0.096,False,99.47307674044109,-98
NODE_036,2024-07-01T00:00:30+00:00,43.98135875610273,-78.93676616100434,22.96,63.72,24.89,0.0668,0.386,51.14,8.08,174.5,0.0966,False,89.07739625964247,-67
NODE_037,2024-07-01T00:00:30+00:00,43.98213831574012,-78.92142008449534,22.12,65.02,24.05,0.1108,0.4,50.75,8.2,178.9,0.0972,False,97.67898912440133,-92
NODE_038,2024-07-01T00:00:30+00:00,43.98294426027973,-78.91532453584786,21.83,65.8,24.21,0.086,0.4105,49.55,7.64,182.6,0.0929,False,85.93846758927027,-75
NODE_039,2024-07-01T00:00:30+00:00,43.98333288022477,-78.89787754093739,21.97,65.82,24.28,0.073,0.3952,50.67,7.5,173.6,0.0916,False,95.34564727225668,-60
NODE_040,2024-07-01T00:00:30+00:00,43.98889424120873,-79.01310089173909,22.53,63.7,24.93,0.0759,0.3658,48.04,9.32,185.6,0.0992,False,83.43120938247046,-66
NODE_041,2024-07-01T00:00:30+00:00,43.98830325799131,-78.99843646077179,22.08,64.55,24.72,0.0978,0.4001,50.29,6.63,180.1,0.0947,False,93.54020449859776,-64
NODE_042,2024-07-01T00:00:30+00:00,43.98968396869017,-78.9875514891905,22.44,64.71,23.79,0.0688,0.3975,47.49,7.46,185.7,0.0936,False,87.71582320781579,-74
NODE_043,2024-07-01T00:00:30+00:00,43.991039658977634,-78.97800960643706,22.03,65.67,23.36,0.0663,0.3957,50.59,8.19,169.2,0.0926,False,93.4128664319239,-75
NODE_044,2024-07-01T00:00:30+00:00,43.98990933762781,-78.96146313212776,21.53,65.0,24.55,0.075,0.4179,48.42,8.44,181.9,0.0952,False,93.55136034784188,-100
NODE_045,2024-07-01T00:00:30+00:00,43.98936516534858,-78.95094670231371,23.3,64.99,23.32,0.0613,0.4138,48.28,8.39,185.3,0.0941,False,80.7941093007069,-62
NODE_046,2024-07-01T00:00:30+00:00,43.991212022724085,-78.935382651655,21.81,65.59,24.34,0.0762,0.3912,50.5,8.43,173.6,0.0939,False,75.55596298540956,-82
NODE_047,2024-07-01T00:00:30+00:00,43.99325579081808,-78.92418658441555,21.61,64.77,22.78,0.0671,0.4108,49.64,8.85,186.2,0.0958,False,80.01833273911151,-75
NODE_048,2024-07-01T00:00:30+00:00,43.988385529505535,-78.90918973854839,22.26,64.69,23.6,0.0962,0.387,51.78,7.13,180.9,0.095,False,77.53971172353023,-60
NODE_049,2024-07-01T00:00:30+00:00,43.989586351713214,-78.90183610954915,22.4,64.79,24.98,0.0982,0.3984,52.01,6.95,176.9,0.0947,False,90.73486096890817,-88
NODE_050,2024-07-01T00:00:30+00:00,44.00240174542189,-79.01573193234671,22.0,65.38,23.81,0.0995,0.4007,50.78,8.62,175.7,0.0964,False,76.14662652957239,-63
NODE_051,2024-07-01T00:00:30+00:00,44.001710321945815,-78.99651305077066,21.83,65.0,23.78,0.0821,0.4217,50.67,8.16,174.2,0.0953,False,91.66514098552268,-106
