node_id,timestamp,latitude,longitude,temperature_c,humidity_pct,surface_temp_c,smoke_index,co_ppm,voc_index,wind_speed_kmh,wind_direction_deg,fire_risk,is_fire_event,battery_pct,signal_rssi,hour_sin,hour_cos,month_sin,month_cos,is_afternoon
NODE_015,2024-07-01 00:00:00+00:00,43.962304800343226,-78.95321657968596,37.22,62.6,23.85,0.0918,0.3986,50.48,8.0,186.2,0.0947,False,79.29192225447812,-98,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_016,2024-07-01 00:00:00+00:00,43.96248039850838,-78.93905739313942,37.22,62.6,23.95,0.0741,0.4095,50.68,8.19,171.5,0.0949,False,95.16092109917209,-64,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_017,2024-07-01 00:00:00+00:00,43.96587357249655,-78.92218608296662,37.22,62.6,24.45,0.0763,0.4054,50.32,7.79,176.8,0.0934,False,75.01361715496486,-104,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_018,2024-07-01 00:00:00+00:00,43.962737272156026,-78.91140776694836,37.22,62.6,23.53,0.0907,0.4024,49.96,7.45,175.2,0.0952,False,77.92692255008197,-60,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_019,2024-07-01 00:00:00+00:00,43.96214333753422,-78.90097354501387,37.22,62.6,23.83,0.08,0.4133,48.29,8.29,179.2,0.0971,False,80.66348389140528,-86,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_021,2024-07-01 00:00:00+00:00,43.97065502790157,-78.99908051847746,37.22,62.6,23.69,0.0716,0.384,49.8,8.66,179.8,0.0953,False,99.05571092336886,-75,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_022,2024-07-01 00:00:00+00:00,43.97420955688959,-78.99008566267538,37.22,62.6,24.16,0.0767,0.3936,51.31,8.31,170.0,0.0954,False,84.16153517147855,-100,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_023,2024-07-01 00:00:00+00:00,43.97174154979576,-78.97186055577966,37.22,62.6,23.96,0.0841,0.4078,51.03,7.3,175.2,0.0927,False,76.08098699496003,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_024,2024-07-01 00:00:00+00:00,43.9732788686754,-78.96112551202356,37.22,62.6,24.31,0.083,0.4115,49.59,7.35,183.4,0.0929,False,78.8859213873639,-99,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_025,2024-07-01 00:00:00+00:00,43.97150243270458,-78.95351762314931,37.22,62.6,23.29,0.0648,0.4065,49.7,7.62,180.7,0.0934,False,97.16030294506928,-89,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_026,2024-07-01 00:00:00+00:00,43.97244832269053,-78.94072486088308,37.22,62.6,23.9,0.0668,0.3968,49.19,7.57,181.7,0.0936,False,90.55151805753351,-90,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_027,2024-07-01 00:00:00+00:00,43.97501857914705,-78.92635165767399,37.22,62.6,24.15,0.0719,0.3958,50.14,7.17,186.2,0.0922,False,94.61748728636312,-91,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_028,2024-07-01 00:00:00+00:00,43.97296207488452,-78.90953193382762,37.22,62.6,23.58,0.0952,0.3881,48.52,7.5,184.5,0.0965,False,76.32691817549686,-81,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_029,2024-07-01 00:00:00+00:00,43.97274111959235,-78.90168014224629,37.22,62.6,23.54,0.0781,0.3991,50.08,8.32,184.9,0.0949,False,70.03443463000097,-66,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_030,2024-07-01 00:00:00+00:00,43.98330693380388,-79.01233452122787,37.22,62.6,23.62,0.0853,0.4091,50.72,8.37,177.3,0.0961,False,79.13483892555922,-96,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_031,2024-07-01 00:00:00+00:00,43.982443993448726,-78.99710492716142,37.22,62.6,24.17,0.0786,0.3903,48.86,7.6,185.1,0.0943,False,80.89998043326405,-87,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_032,2024-07-01 00:00:00+00:00,43.98123090138776,-78.98382589231491,37.22,62.6,23.67,0.0662,0.4116,50.1,7.26,187.2,0.0919,False,87.65927592333507,-91,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_033,2024-07-01 00:00:00+00:00,43.98202986320533,-78.97810554162639,37.22,62.6,24.27,0.067,0.405,50.66,7.88,165.9,0.0933,False,74.7640411844952,-98,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_034,2024-07-01 00:00:00+00:00,43.98394006716512,-78.96513727064105,37.22,62.6,23.88,0.0939,0.3922,50.58,8.51,184.4,0.095,False,87.36238481284155,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_035,2024-07-01 00:00:00+00:00,43.9835637563091,-78.95058698978043,37.22,62.6,24.4,0.0978,0.3831,51.02,7.96,175.9,0.0961,False,99.47594393377857,-85,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_036,2024-07-01 00:00:00+00:00,43.98135443910648,-78.93677058268375,37.22,62.6,24.26,0.0872,0.3963,50.46,7.44,184.0,0.096,False,89.07872545418687,-92,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_037,2024-07-01 00:00:00+00:00,43.982150371710105,-78.921435526599,37.22,62.6,23.71,0.0723,0.3995,49.12,8.53,179.5,0.0956,False,97.68184217595667,-82,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_038,2024-07-01 00:00:00+00:00,43.98295705877094,-78.91532353199273,37.22,62.6,23.98,0.0944,0.4063,50.32,6.94,176.6,0.0929,False,85.9405427414016,-90,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_039,2024-07-01 00:00:00+00:00,43.98332519690996,-78.89788949773202,37.22,62.6,23.86,0.0782,0.4086,51.05,7.98,179.5,0.0929,False,95.34817976535844,-63,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_040,2024-07-01 00:00:00+00:00,43.98889052439128,-79.01310949482225,37.22,62.6,24.63,0.0769,0.3834,49.24,8.21,190.3,0.0955,False,83.43353178005306,-89,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_041,2024-07-01 00:00:00+00:00,43.98830845320181,-78.99842737607845,37.22,62.6,24.85,0.0835,0.3858,49.37,7.26,177.9,0.0938,False,93.5414469032217,-70,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_042,2024-07-01 00:00:00+00:00,43.98971421378364,-78.987579139905,37.22,62.6,23.49,0.0712,0.3968,48.59,7.52,179.6,0.0931,False,87.71843443050979,-87,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_043,2024-07-01 00:00:00+00:00,43.99103752722238,-78.97800895446316,37.22,62.6,23.8,0.0752,0.3879,50.6,7.75,177.8,0.0935,False,93.4140898141576,-96,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_044,2024-07-01 00:00:00+00:00,43.98989519956108,-78.96147590564429,37.22,62.6,24.04,0.0729,0.4083,49.6,8.31,171.6,0.0946,False,93.55408670166231,-78,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_045,2024-07-01 00:00:00+00:00,43.98937616565608,-78.95095175100448,37.22,62.6,23.83,0.0663,0.4042,48.39,7.57,175.9,0.091,False,80.7965074408205,-62,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_046,2024-07-01 00:00:00+00:00,43.9912215698756,-78.93537273398958,37.22,62.6,24.5,0.0692,0.4058,50.45,8.56,173.7,0.0958,False,75.55809383427925,-71,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_047,2024-07-01 00:00:00+00:00,43.993248547984486,-78.92422594573628,37.22,62.6,23.39,0.0772,0.4089,49.51,7.68,182.3,0.0942,False,80.0201837622442,-67,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_048,2024-07-01 00:00:00+00:00,43.98838444904416,-78.90920370245448,37.22,62.6,23.6,0.0946,0.3974,50.12,7.56,174.4,0.0942,False,77.54208420678525,-102,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_049,2024-07-01 00:00:00+00:00,43.98957278022701,-78.90184571138352,37.22,62.6,24.69,0.0853,0.4058,51.61,7.35,185.4,0.0939,False,90.73775898813,-86,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_050,2024-07-01 00:00:00+00:00,44.002420669436844,-79.01573037834527,37.22,62.6,24.39,0.0862,0.401,50.51,7.92,182.7,0.0952,False,76.14906812995106,-72,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_051,2024-07-01 00:00:00+00:00,44.00171171184577,-78.99650330600097,37.22,62.6,24.21,0.0876,0.4101,50.73,7.47,179.3,0.0948,False,91.66797331658256,-69,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_052,2024-07-01 00:00:00+00:00,44.00144832383976,-78.99035742082154,37.22,62.6,24.05,0.0736,0.4057,49.16,8.02,174.0,0.094,False,75.70254274335863,-96,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_053,2024-07-01 00:00:00+00:00,44.0024218516273,-78.97757001222861,37.22,62.6,24.31,0.0726,0.4149,49.32,8.55,181.6,0.095,False,93.91062817866388,-90,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_054,2024-07-01 00:00:00+00:00,44.00202050092003,-78.96310183439816,37.22,62.6,25.03,0.086,0.3913,50.38,8.42,183.3,0.096,False,91.3714594027322,-83,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_055,2024-07-01 00:00:00+00:00,44.002332559937095,-78.94808984652543,37.22,62.6,24.63,0.0694,0.3843,49.32,8.63,175.7,0.0945,False,97.63596949254688,-107,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_056,2024-07-01 00:00:00+00:00,43.99837305270704,-78.93888593484533,37.22,62.6,23.57,0.0827,0.4007,48.62,8.16,171.6,0.0954,False,83.93953207364848,-64,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_057,2024-07-01 00:00:00+00:00,44.00080148104558,-78.92542162314882,37.22,62.6,23.19,0.0842,0.3891,49.63,7.93,181.6,0.0952,False,94.14568905508496,-78,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_058,2024-07-01 00:00:00+00:00,43.99974803366083,-78.91432229986862,37.22,62.6,23.98,0.1012,0.4105,48.76,8.82,186.1,0.0974,False,98.9618588945302,-95,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_059,2024-07-01 00:00:00+00:00,43.99911931005333,-78.89924526673143,37.22,62.6,24.31,0.0757,0.3886,50.69,8.21,174.3,0.095,False,94.15286678606849,-99,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_060,2024-07-01 00:00:00+00:00,44.00948580519785,-79.01632969868471,37.22,62.6,23.94,0.0988,0.4027,50.87,7.76,182.5,0.0968,False,79.93460583453594,-67,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_061,2024-07-01 00:00:00+00:00,44.00972032455665,-79.00213273575838,37.22,62.6,24.09,0.0771,0.3793,48.84,7.77,179.9,0.0937,False,95.69709057906395,-98,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_062,2024-07-01 00:00:00+00:00,44.01095853734794,-78.99079500940238,37.22,62.6,24.28,0.0842,0.4069,50.35,8.04,181.8,0.0942,False,95.58386108032016,-78,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_063,2024-07-01 00:00:00+00:00,44.00781081298544,-78.97517659537809,37.22,62.6,24.13,0.0697,0.4176,50.48,8.21,183.8,0.0949,False,72.61101435205622,-83,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_064,2024-07-01 00:00:00+00:00,44.00703761128352,-78.95924834598185,37.22,62.6,23.83,0.0881,0.3878,47.44,7.72,182.5,0.0955,False,70.87524401689565,-68,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_065,2024-07-01 00:00:00+00:00,44.00943432868099,-78.9519269293549,37.22,62.6,24.41,0.0741,0.4222,50.86,7.44,182.5,0.0924,False,83.77822603748409,-80,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_066,2024-07-01 00:00:00+00:00,44.01067220979272,-78.93979573789348,37.22,62.6,24.18,0.0621,0.3953,49.96,8.18,193.8,0.0938,False,85.6729988497329,-108,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_067,2024-07-01 00:00:00+00:00,44.00987115871853,-78.92605160534619,37.22,62.6,24.34,0.0811,0.4003,50.1,7.79,183.5,0.0947,False,97.55586770647692,-84,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_068,2024-07-01 00:00:00+00:00,44.00883325290571,-78.91068867057626,37.22,62.6,23.86,0.0944,0.4016,49.51,7.33,175.6,0.0931,False,98.54392974944832,-75,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_069,2024-07-01 00:00:00+00:00,44.00984895714078,-78.89881429452687,37.22,62.6,23.35,0.0961,0.4123,50.85,8.44,183.8,0.0961,False,74.60136112583025,-64,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_070,2024-07-01 00:00:00+00:00,44.01748529477655,-79.01381665611588,37.22,62.6,23.74,0.0852,0.394,49.26,8.22,179.9,0.0941,False,85.0589393620303,-90,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_071,2024-07-01 00:00:00+00:00,44.01665405861926,-79.00242692075538,37.22,62.6,23.83,0.0793,0.3903,50.37,8.12,183.3,0.0944,False,96.90591011634685,-72,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_072,2024-07-01 00:00:00+00:00,44.01605810787564,-78.98995610768398,37.22,62.6,23.49,0.0719,0.4071,50.5,7.93,177.6,0.093,False,99.09467784340572,-67,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_073,2024-07-01 00:00:00+00:00,44.01665152533058,-78.97186792042721,37.22,62.6,24.07,0.09,0.3953,50.64,7.82,181.1,0.0949,False,90.5965384796516,-69,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_074,2024-07-01 00:00:00+00:00,44.01970678553837,-78.95983325697082,37.22,62.6,23.69,0.0848,0.4011,48.74,7.97,170.3,0.0954,False,90.14124896937464,-96,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_075,2024-07-01 00:00:00+00:00,44.01559124884201,-78.94626782341686,37.22,62.6,24.49,0.0575,0.3904,49.65,8.65,178.7,0.094,False,78.08065185552158,-66,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_076,2024-07-01 00:00:00+00:00,44.0205594543171,-78.9342581030106,37.22,62.6,24.63,0.085,0.3878,50.74,7.98,183.4,0.095,False,94.74004703376072,-66,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_077,2024-07-01 00:00:00+00:00,44.01622343708878,-78.92505780430213,37.22,62.6,24.3,0.0946,0.415,49.17,8.32,174.2,0.0968,False,76.69430456665694,-72,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_078,2024-07-01 00:00:00+00:00,44.01997445610212,-78.90941785358886,37.22,62.6,24.19,0.0868,0.4113,49.0,7.0,180.5,0.0937,False,93.92374485087238,-86,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_079,2024-07-01 00:00:00+00:00,44.01738438201051,-78.89626013990902,37.22,62.6,23.78,0.0843,0.3861,50.41,8.38,189.0,0.0964,False,77.76109643654561,-87,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_080,2024-07-01 00:00:00+00:00,44.02933419102276,-79.01048115813144,37.22,62.6,24.38,0.0816,0.4039,50.89,7.74,177.8,0.0934,False,70.95545661475614,-105,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_081,2024-07-01 00:00:00+00:00,44.02660827733495,-78.99664514380953,37.22,62.6,24.37,0.0955,0.42,49.74,7.42,180.2,0.0939,False,97.56865581813904,-72,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_082,2024-07-01 00:00:00+00:00,44.02790018100743,-78.9876768863759,37.22,62.6,24.12,0.0804,0.4147,50.0,8.21,181.0,0.0939,False,98.34371805175924,-74,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_083,2024-07-01 00:00:00+00:00,44.025929683820095,-78.97152774496088,37.22,62.6,23.74,0.0899,0.3797,47.12,7.65,191.5,0.095,False,87.01944417297383,-92,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_084,2024-07-01 00:00:00+00:00,44.02831138985786,-78.96581567251823,37.22,62.6,23.81,0.0776,0.3957,50.98,7.58,180.7,0.0936,False,97.68938331067652,-94,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_085,2024-07-01 00:00:00+00:00,44.024648464489694,-78.9493745421596,37.22,62.6,23.95,0.0829,0.3966,50.17,8.2,177.0,0.0949,False,72.15419273414057,-60,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_086,2024-07-01 00:00:00+00:00,44.02930051316429,-78.93725819534329,37.22,62.6,24.21,0.0872,0.3984,48.6,7.28,184.1,0.0949,False,97.1429249295836,-69,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_087,2024-07-01 00:00:00+00:00,44.02953149720662,-78.92812225065174,37.22,62.6,23.91,0.074,0.4105,48.77,7.54,179.8,0.093,False,83.77969970412451,-85,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_088,2024-07-01 00:00:00+00:00,44.02470020970454,-78.91565568859805,37.22,62.6,23.98,0.1004,0.3913,50.5,9.09,186.7,0.0993,False,72.87640828475912,-90,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_089,2024-07-01 00:00:00+00:00,44.02651522160088,-78.89657626439549,37.22,62.6,23.65,0.0602,0.3863,48.33,7.97,170.2,0.0934,False,72.48061420383989,-80,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_090,2024-07-01 00:00:00+00:00,44.034679728025054,-79.01190325864326,37.22,62.6,23.52,0.0786,0.4017,49.31,7.97,181.1,0.0939,False,70.00596705821562,-82,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_091,2024-07-01 00:00:00+00:00,44.03379813463656,-78.99892113480475,37.22,62.6,24.08,0.079,0.3941,48.23,7.74,179.5,0.0959,False,94.62971716826868,-68,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_092,2024-07-01 00:00:00+00:00,44.03615417901643,-78.9843092763783,37.22,62.6,23.62,0.0819,0.4123,49.72,7.75,178.2,0.0956,False,89.28773410393808,-93,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_093,2024-07-01 00:00:00+00:00,44.03695225606392,-78.97643892273105,37.22,62.6,24.18,0.086,0.3943,49.96,8.24,183.2,0.0956,False,84.99464261081354,-106,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_094,2024-07-01 00:00:00+00:00,44.03546024257786,-78.96120620663908,37.22,62.6,23.42,0.098,0.3827,49.93,8.55,179.2,0.0969,False,70.13698777286615,-95,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_095,2024-07-01 00:00:00+00:00,44.03581555439858,-78.94677043000952,37.22,62.6,24.14,0.0747,0.4023,48.63,8.48,180.6,0.0965,False,92.64356825249884,-78,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_096,2024-07-01 00:00:00+00:00,44.03338487161574,-78.93655590058117,37.22,62.6,24.64,0.0782,0.3976,49.91,7.36,179.3,0.0941,False,89.91189017437036,-81,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_097,2024-07-01 00:00:00+00:00,44.03870592571679,-78.9281760291551,37.22,62.6,24.19,0.0763,0.3829,50.96,7.61,181.6,0.0941,False,80.3728384622812,-92,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_098,2024-07-01 00:00:00+00:00,44.03607302118267,-78.91520043773409,37.22,62.6,24.05,0.0838,0.377,52.35,7.9,179.9,0.0951,False,84.40556751529586,-92,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_099,2024-07-01 00:00:00+00:00,44.03809875029126,-78.89706682758482,37.22,62.6,23.18,0.0867,0.4011,49.25,8.19,182.5,0.0952,False,99.12436044779449,-104,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_000,2024-07-01 00:00:30+00:00,43.95570989961893,-79.016183642243,37.22,62.6,24.32,0.0742,0.4145,49.01,8.46,174.9,0.0954,False,75.98423986027359,-61,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_001,2024-07-01 00:00:30+00:00,43.95357083540799,-79.00279739027818,37.22,62.6,25.12,0.0726,0.389,50.2,7.53,175.7,0.0945,False,76.44741637241495,-70,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_002,2024-07-01 00:00:30+00:00,43.95591888005221,-78.9846240580701,37.22,62.6,23.57,0.0852,0.3974,48.93,7.84,183.8,0.0931,False,87.11035338132609,-61,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_003,2024-07-01 00:00:30+00:00,43.955463675104696,-78.97858308027865,37.22,62.6,23.56,0.0918,0.4094,50.96,7.04,174.9,0.0941,False,91.39892328800472,-67,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_004,2024-07-01 00:00:30+00:00,43.95343430133123,-78.96249095368414,37.22,62.6,23.83,0.0682,0.3936,48.98,7.86,182.3,0.0934,False,80.06654677588152,-85,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_005,2024-07-01 00:00:30+00:00,43.955272743637536,-78.94835961951617,37.22,62.6,23.94,0.0852,0.4021,49.14,8.13,176.5,0.0942,False,71.96278596841316,-73,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_006,2024-07-01 00:00:30+00:00,43.955198103929575,-78.9395584113215,37.22,62.6,24.66,0.0789,0.3803,48.82,8.22,176.7,0.0931,False,83.21251987981891,-84,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_007,2024-07-01 00:00:30+00:00,43.953763097650125,-78.92218254993715,37.22,62.6,23.34,0.0753,0.4096,48.72,7.98,182.3,0.0955,False,86.80104960929789,-110,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_008,2024-07-01 00:00:30+00:00,43.95660753005215,-78.91093899195579,37.22,62.6,23.57,0.0939,0.4063,51.33,8.12,183.4,0.0964,False,99.21592798848692,-72,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_009,2024-07-01 00:00:30+00:00,43.95375274301197,-78.90204581292184,37.22,62.6,24.11,0.1042,0.3696,49.69,8.39,181.7,0.0952,False,91.80111752881868,-106,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_010,2024-07-01 00:00:30+00:00,43.96183132373636,-79.0135171588504,37.22,62.6,23.82,0.0637,0.408,52.16,7.37,178.5,0.092,False,91.42381254442525,-69,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_011,2024-07-01 00:00:30+00:00,43.965830041258926,-78.99929275935538,37.22,62.6,24.02,0.0648,0.4094,50.88,9.56,187.6,0.0959,False,74.2252813122462,-77,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
NODE_012,2024-07-01 00:00:30+00:00,43.96518603486927,-78.98728663702906,37.22,62.6,23.22,0.0752,0.4039,47.86,7.63,179.9,0.0945,False,75.03390388254833,-74,0.0,1.0,-0.4999999999999997,-0.8660254037844388,0
