node_id,timestamp,latitude,longitude,temperature_c,humidity_pct,surface_temp_c,smoke_index,co_ppm,voc_index,wind_speed_kmh,wind_direction_deg,fire_risk,is_fire_event,battery_pct,signal_rssi
NODE_043,2020-06-01T00:00:00+00:00,51.10009,-94.87663,25.42,61.61,29.48,0.4194,0.8155,47.59,4.75,183.2,0.1234,False,90.7,-98
NODE_044,2020-06-01T00:00:00+00:00,51.09963,-94.86219,25.79,61.84,29.77,0.2857,0.7657,48.74,5.07,194.6,0.1153,False,76.8,-99
NODE_045,2020-06-01T00:00:00+00:00,51.10004,-94.84748,25.49,62.2,29.79,0.4026,0.8929,49.34,5.47,191.0,0.1218,False,92.6,-104
NODE_046,2020-06-01T00:00:00+00:00,51.09963,-94.83408,26.05,59.79,29.71,0.4005,0.8384,49.33,5.33,191.4,0.1277,False,94.7,-85
NODE_047,2020-06-01T00:00:00+00:00,51.09995,-94.81904,25.15,60.81,29.22,0.3692,0.8986,45.43,5.12,194.5,0.1197,False,86.7,-84
NODE_048,2020-06-01T00:00:00+00:00,51.10011,-94.8049,25.1,59.67,29.37,0.4365,0.7405,49.27,5.77,183.7,0.1259,False,79.2,-71
NODE_049,2020-06-01T00:00:00+00:00,51.10047,-94.79072,26.59,61.72,31.44,0.4261,0.7762,47.89,5.12,194.4,0.1284,False,86.6,-100
NODE_050,2020-06-01T00:00:00+00:00,51.1093,-94.91961,26.08,60.8,29.9,0.368,0.8348,51.06,4.64,188.8,0.1234,False,90.6,-94
NODE_051,2020-06-01T00:00:00+00:00,51.10825,-94.90588,25.79,59.4,29.35,0.3093,0.7333,49.63,4.14,186.0,0.1203,False,94.8,-106
NODE_052,2020-06-01T00:00:00+00:00,51.10843,-94.89026,26.33,61.39,29.74,0.3485,0.9012,48.06,4.38,193.7,0.1226,False,82.1,-93
NODE_053,2020-06-01T00:00:00+00:00,51.10891,-94.87628,25.21,60.72,29.53,0.3977,0.7637,49.43,4.8,194.8,0.1224,False,98.9,-74
NODE_054,2020-06-01T00:00:00+00:00,51.10732,-94.86192,25.62,60.6,29.9,0.3202,0.71,47.76,5.07,197.3,0.119,False,83.3,-93
NODE_055,2020-06-01T00:00:00+00:00,51.10878,-94.8482,25.91,61.92,29.72,0.359,0.8923,49.68,4.43,198.2,0.121,False,95.7,-89
NODE_056,2020-06-01T00:00:00+00:00,51.10819,-94.83358,25.28,61.34,29.21,0.3577,0.8294,48.47,5.12,194.6,0.1188,False,73.5,-61
NODE_057,2020-06-01T00:00:00+00:00,51.10937,-94.81976,25.27,61.43,30.18,0.386,0.7458,48.42,4.98,196.5,0.1205,False,92.7,-70
NODE_058,2020-06-01T00:00:00+00:00,51.10829,-94.8042,25.54,60.88,29.68,0.4094,0.7837,51.78,4.68,193.1,0.124,False,88.9,-95
NODE_059,2020-06-01T00:00:00+00:00,51.10828,-94.79072,25.56,59.95,30.24,0.39,0.8446,51.57,5.72,199.3,0.124,False,89.4,-101
NODE_060,2020-06-01T00:00:00+00:00,51.11756,-94.92029,25.01,60.8,28.77,0.3842,0.9334,45.09,4.82,198.1,0.1197,False,81.5,-72
NODE_061,2020-06-01T00:00:00+00:00,51.11762,-94.90592,24.83,60.66,29.27,0.3635,0.8427,47.26,5.35,191.1,0.1186,False,94.6,-92
NODE_062,2020-06-01T00:00:00+00:00,51.11796,-94.89097,25.55,58.87,29.09,0.3613,0.8821,47.59,4.35,193.4,0.1239,False,92.9,-86
NODE_063,2020-06-01T00:00:00+00:00,51.11866,-94.87648,25.34,60.98,29.81,0.4483,0.7738,48.37,4.82,191.8,0.126,False,92.3,-65
NODE_064,2020-06-01T00:00:00+00:00,51.1182,-94.86293,26.02,60.22,31.09,0.3869,0.8012,48.17,5.05,192.5,0.1259,False,99.0,-89
NODE_065,2020-06-01T00:00:00+00:00,51.11745,-94.84776,26.24,59.24,29.86,0.4101,0.7045,49.52,4.18,196.1,0.1301,False,74.6,-80
NODE_066,2020-06-01T00:00:00+00:00,51.11839,-94.83442,25.74,59.97,29.56,0.3629,0.8889,49.5,4.52,188.6,0.1233,False,98.6,-70
NODE_067,2020-06-01T00:00:00+00:00,51.11801,-94.81894,25.53,59.1,29.8,0.3817,0.9271,49.69,6.32,186.4,0.1249,False,92.4,-83
NODE_068,2020-06-01T00:00:00+00:00,51.11828,-94.80453,26.32,60.54,30.43,0.3701,0.8559,49.86,5.24,193.6,0.1252,False,71.7,-88
NODE_069,2020-06-01T00:00:00+00:00,51.11754,-94.7908,25.49,61.18,29.02,0.376,0.8327,47.83,5.69,196.9,0.1207,False,88.6,-95
NODE_070,2020-06-01T00:00:00+00:00,51.1259,-94.91957,25.11,60.81,29.35,0.442,0.704,49.26,5.25,190.3,0.1242,False,78.6,-76
NODE_071,2020-06-01T00:00:00+00:00,51.12643,-94.90431,25.89,61.68,29.68,0.431,0.767,47.53,4.8,200.7,0.1257,False,76.0,-86
NODE_072,2020-06-01T00:00:00+00:00,51.12622,-94.89081,25.77,60.39,29.6,0.414,0.7877,51.01,5.73,194.0,0.1262,False,81.9,-110
NODE_073,2020-06-01T00:00:00+00:00,51.12574,-94.87682,25.11,60.14,29.28,0.3771,0.7511,47.72,5.14,191.1,0.1211,False,94.0,-72
NODE_074,2020-06-01T00:00:00+00:00,51.12665,-94.86186,25.76,60.08,30.08,0.4186,0.8302,46.27,4.69,191.0,0.1271,False,72.9,-70
NODE_075,2020-06-01T00:00:00+00:00,51.12725,-94.84795,25.46,60.06,29.03,0.4093,0.8214,48.18,4.57,199.4,0.1251,False,75.3,-102
NODE_076,2020-06-01T00:00:00+00:00,51.12596,-94.83335,25.85,58.76,29.64,0.4249,0.8178,49.7,5.83,188.1,0.13,False,99.0,-92
NODE_077,2020-06-01T00:00:00+00:00,51.12678,-94.81899,25.65,59.86,30.78,0.4563,0.9549,51.8,5.31,188.1,0.1295,False,99.4,-75
NODE_078,2020-06-01T00:00:00+00:00,51.12617,-94.80432,25.18,62.1,29.96,0.3912,0.7061,49.37,4.49,188.3,0.119,False,94.7,-87
NODE_079,2020-06-01T00:00:00+00:00,51.12657,-94.79019,25.87,61.25,31.05,0.3982,0.654,47.44,4.83,194.4,0.1238,False,94.7,-66
NODE_080,2020-06-01T00:00:00+00:00,51.13617,-94.91936,25.5,61.77,30.43,0.4586,0.786,50.31,5.66,197.8,0.1255,False,74.1,-81
NODE_081,2020-06-01T00:00:00+00:00,51.13567,-94.90424,24.97,62.56,28.93,0.3387,0.7094,47.45,5.35,189.2,0.1136,False,95.0,-71
NODE_082,2020-06-01T00:00:00+00:00,51.13565,-94.89112,24.83,62.12,29.46,0.3947,0.6369,50.02,4.94,191.6,0.1184,False,90.6,-76
NODE_083,2020-06-01T00:00:00+00:00,51.13559,-94.87588,26.13,59.94,30.67,0.3998,1.0135,48.04,4.9,191.4,0.1274,False,76.4,-70
NODE_084,2020-06-01T00:00:00+00:00,51.13559,-94.86201,25.59,60.64,29.85,0.3593,0.8954,50.15,5.57,195.8,0.121,False,76.2,-97
NODE_085,2020-06-01T00:00:00+00:00,51.13613,-94.84818,25.77,60.09,30.08,0.3186,0.7696,48.09,6.27,191.8,0.1198,False,86.2,-99
NODE_086,2020-06-01T00:00:00+00:00,51.13467,-94.83343,26.28,62.05,30.77,0.4158,0.8479,46.83,5.19,193.3,0.1259,False,73.8,-84
NODE_087,2020-06-01T00:00:00+00:00,51.13565,-94.81953,25.0,60.51,28.31,0.3972,0.7826,48.68,3.59,192.8,0.1212,False,71.3,-60
NODE_088,2020-06-01T00:00:00+00:00,51.13597,-94.80458,26.13,59.99,30.07,0.44,1.1034,49.76,5.1,189.5,0.13,False,73.2,-65
NODE_089,2020-06-01T00:00:00+00:00,51.13503,-94.79028,25.77,60.59,30.52,0.4109,0.8761,49.15,4.38,189.3,0.1252,False,79.8,-72
NODE_090,2020-06-01T00:00:00+00:00,51.14444,-94.92041,25.19,60.61,29.16,0.3716,0.7688,45.83,4.3,187.4,0.1196,False,91.6,-97
NODE_091,2020-06-01T00:00:00+00:00,51.14477,-94.90534,24.88,61.69,28.23,0.4228,0.7132,50.11,4.63,196.2,0.1209,False,77.6,-101
NODE_092,2020-06-01T00:00:00+00:00,51.14417,-94.89071,25.47,59.75,29.8,0.3945,0.6986,49.73,4.62,194.5,0.1241,False,71.8,-75
NODE_093,2020-06-01T00:00:00+00:00,51.14478,-94.87691,25.09,60.22,28.39,0.4292,0.8979,48.14,4.94,192.3,0.1242,False,78.6,-91
NODE_094,2020-06-01T00:00:00+00:00,51.14474,-94.86177,25.33,61.84,29.67,0.4433,0.8264,49.43,5.07,189.8,0.1238,False,92.9,-74
NODE_095,2020-06-01T00:00:00+00:00,51.14418,-94.84774,25.71,61.83,29.08,0.361,0.7339,47.17,4.16,191.1,0.1196,False,89.7,-66
NODE_096,2020-06-01T00:00:00+00:00,51.14454,-94.83245,25.62,61.41,29.65,0.3531,0.8149,48.85,5.24,189.2,0.1192,False,82.0,-101
NODE_097,2020-06-01T00:00:00+00:00,51.14361,-94.81888,25.58,58.12,30.26,0.4122,0.7562,49.86,5.04,195.9,0.1284,False,79.7,-74
NODE_098,2020-06-01T00:00:00+00:00,51.14439,-94.80493,24.95,59.62,29.58,0.4398,0.8487,48.86,4.31,194.5,0.1253,False,88.2,-84
NODE_099,2020-06-01T00:00:00+00:00,51.14549,-94.79054,25.53,62.48,30.08,0.4106,0.7904,50.84,4.06,193.5,0.121,False,71.4,-85
NODE_000,2020-06-01T00:30:00+00:00,51.06339,-94.91975,25.79,60.74,30.28,0.4754,0.8303,46.1,4.74,195.0,0.1295,False,84.9,-83
NODE_001,2020-06-01T00:30:00+00:00,51.0634,-94.90497,25.84,61.64,29.82,0.3391,0.8898,46.31,5.69,196.5,0.1187,False,71.3,-109
NODE_002,2020-06-01T00:30:00+00:00,51.0634,-94.89172,25.51,60.86,29.47,0.4243,0.7243,49.9,4.67,197.0,0.1247,False,99.0,-100
NODE_003,2020-06-01T00:30:00+00:00,51.06363,-94.87676,25.85,59.43,30.56,0.3079,0.9511,50.24,4.83,198.3,0.1202,False,85.7,-85
NODE_004,2020-06-01T00:30:00+00:00,51.06335,-94.86222,26.13,59.54,30.45,0.4549,0.9208,49.71,4.48,192.5,0.1318,False,93.3,-88
NODE_005,2020-06-01T00:30:00+00:00,51.06358,-94.84734,25.57,58.91,29.88,0.3595,0.8524,49.52,4.12,188.9,0.1235,False,89.7,-99
NODE_006,2020-06-01T00:30:00+00:00,51.06379,-94.83352,26.21,60.32,29.74,0.3977,0.7136,47.63,5.33,189.1,0.1268,False,99.6,-90
NODE_007,2020-06-01T00:30:00+00:00,51.06309,-94.81974,26.04,59.7,30.3,0.3975,0.7551,49.15,4.77,194.3,0.1269,False,85.2,-91
NODE_008,2020-06-01T00:30:00+00:00,51.06358,-94.80423,25.55,60.83,29.43,0.4083,0.6819,45.41,5.37,195.9,0.1236,False,81.5,-73
NODE_009,2020-06-01T00:30:00+00:00,51.06348,-94.79059,24.98,60.18,29.57,0.3563,0.8582,46.6,4.55,197.1,0.1184,False,74.5,-107
NODE_010,2020-06-01T00:30:00+00:00,51.07273,-94.92039,24.96,61.32,29.86,0.2872,0.9167,49.76,5.56,194.5,0.1118,False,99.7,-77
NODE_011,2020-06-01T00:30:00+00:00,51.07231,-94.90507,25.44,60.67,29.31,0.409,0.7581,49.44,4.08,188.9,0.1236,False,89.4,-106
NODE_012,2020-06-01T00:30:00+00:00,51.07291,-94.89109,25.43,61.86,29.31,0.4069,0.9441,45.63,4.57,191.6,0.1217,False,72.4,-68
NODE_013,2020-06-01T00:30:00+00:00,51.07266,-94.8765,25.92,61.45,30.84,0.3754,0.7385,50.03,5.2,191.7,0.1223,False,81.3,-60
NODE_014,2020-06-01T00:30:00+00:00,51.07286,-94.86283,25.59,61.19,29.4,0.2957,0.9995,48.72,5.42,196.3,0.1156,False,85.3,-109
NODE_015,2020-06-01T00:30:00+00:00,51.07275,-94.84868,25.52,61.2,29.96,0.4832,0.7658,48.87,4.93,194.2,0.1287,False,95.3,-104
NODE_016,2020-06-01T00:30:00+00:00,51.07116,-94.83388,25.18,60.67,29.31,0.3388,0.7359,46.15,4.3,189.4,0.1176,False,74.6,-99
NODE_017,2020-06-01T00:30:00+00:00,51.07201,-94.81879,26.01,59.24,30.29,0.3644,0.7447,49.32,4.64,190.4,0.1253,False,83.3,-92
NODE_018,2020-06-01T00:30:00+00:00,51.0728,-94.80549,25.68,59.0,29.88,0.4152,0.9562,48.14,5.07,191.5,0.1277,False,90.3,-74
NODE_019,2020-06-01T00:30:00+00:00,51.07289,-94.79104,26.1,60.65,30.16,0.4228,0.6122,48.0,5.17,186.4,0.1274,False,74.2,-94
NODE_020,2020-06-01T00:30:00+00:00,51.08143,-94.91981,26.1,61.12,29.45,0.4528,0.7955,46.94,4.95,194.2,0.1289,False,74.8,-82
NODE_021,2020-06-01T00:30:00+00:00,51.08153,-94.90491,25.86,60.42,28.91,0.424,0.8363,50.36,4.73,193.8,0.1271,False,71.6,-78
NODE_022,2020-06-01T00:30:00+00:00,51.0818,-94.89079,25.41,61.43,29.89,0.4025,0.8077,49.4,4.7,189.5,0.1221,False,74.4,-108
NODE_023,2020-06-01T00:30:00+00:00,51.0818,-94.87638,25.52,62.54,29.61,0.3691,0.8005,47.24,5.0,193.1,0.1185,False,77.7,-101
NODE_024,2020-06-01T00:30:00+00:00,51.08116,-94.86263,25.08,60.22,29.02,0.3869,0.8093,50.06,5.3,194.2,0.1216,False,93.8,-81
NODE_025,2020-06-01T00:30:00+00:00,51.08124,-94.84768,26.4,61.44,29.96,0.3903,0.7546,47.38,4.72,189.7,0.1258,False,70.0,-88
NODE_026,2020-06-01T00:30:00+00:00,51.08135,-94.83241,25.72,61.75,29.78,0.375,0.8539,48.72,4.21,192.2,0.1211,False,99.6,-75
NODE_027,2020-06-01T00:30:00+00:00,51.08107,-94.81978,26.49,60.98,31.14,0.3991,0.73,50.56,4.68,194.2,0.1273,False,77.2,-68
NODE_028,2020-06-01T00:30:00+00:00,51.08186,-94.80417,25.2,59.5,29.32,0.3511,0.9175,49.26,4.92,190.7,0.1204,False,93.4,-81
NODE_029,2020-06-01T00:30:00+00:00,51.08173,-94.79012,26.12,60.62,30.39,0.4049,0.7781,45.18,5.13,193.6,0.1264,False,93.7,-108
NODE_030,2020-06-01T00:30:00+00:00,51.0912,-94.91971,25.53,61.54,28.96,0.43,0.7983,48.78,4.55,190.4,0.1242,False,95.9,-107
NODE_031,2020-06-01T00:30:00+00:00,51.08978,-94.90558,25.92,60.06,30.43,0.4148,0.9234,47.18,5.19,190.6,0.1273,False,99.2,-79
NODE_032,2020-06-01T00:30:00+00:00,51.09096,-94.89169,25.56,59.82,29.85,0.3594,0.8974,49.59,3.32,198.5,0.1223,False,75.4,-92
NODE_033,2020-06-01T00:30:00+00:00,51.0905,-94.87649,25.63,61.07,29.59,0.3622,0.7592,47.9,4.63,189.5,0.121,False,71.3,-88
NODE_034,2020-06-01T00:30:00+00:00,51.09033,-94.86191,25.39,59.98,29.01,0.3377,0.9395,49.67,4.3,195.7,0.12,False,92.5,-100
NODE_035,2020-06-01T00:30:00+00:00,51.09078,-94.84677,25.92,60.53,29.43,0.3486,0.8571,49.0,4.89,189.2,0.1223,False,81.5,-74
NODE_036,2020-06-01T00:30:00+00:00,51.0908,-94.83388,25.93,60.82,29.65,0.4031,0.7966,49.06,5.11,195.9,0.1257,False,79.4,-93
NODE_037,2020-06-01T00:30:00+00:00,51.09021,-94.81965,25.69,61.2,29.82,0.3428,0.7466,50.07,4.77,196.1,0.1195,False,83.4,-71
NODE_038,2020-06-01T00:30:00+00:00,51.09096,-94.80517,25.48,62.9,29.4,0.3891,0.8751,47.45,5.24,190.4,0.1191,False,72.6,-67
NODE_039,2020-06-01T00:30:00+00:00,51.09045,-94.79016,26.82,60.15,30.6,0.3313,0.7567,48.33,4.71,195.2,0.125,False,91.3,-66
NODE_040,2020-06-01T00:30:00+00:00,51.09913,-94.91981,25.21,59.39,29.12,0.3853,0.8335,49.51,4.83,192.1,0.123,False,86.6,-87
NODE_041,2020-06-01T00:30:00+00:00,51.09857,-94.90586,24.57,61.31,29.45,0.4488,0.8966,49.38,4.68,188.5,0.1237,False,82.3,-84
NODE_042,2020-06-01T00:30:00+00:00,51.09921,-94.89076,25.77,60.36,30.65,0.3804,0.7106,49.53,4.23,199.8,0.124,False,93.4,-70
NODE_043,2020-06-01T00:30:00+00:00,51.10009,-94.87663,25.13,59.79,29.72,0.4265,0.9301,46.79,4.38,192.6,0.1255,False,74.9,-65
NODE_044,2020-06-01T00:30:00+00:00,51.09963,-94.86219,25.87,63.07,29.66,0.39,0.8767,49.4,5.19,192.1,0.1212,False,88.8,-71
NODE_045,2020-06-01T00:30:00+00:00,51.10004,-94.84748,25.26,60.43,30.03,0.4771,0.8966,50.74,4.67,187.6,0.1288,False,95.3,-74
NODE_046,2020-06-01T00:30:00+00:00,51.09963,-94.83408,26.48,61.2,31.73,0.4399,0.8363,47.71,4.96,198.1,0.1302,False,88.5,-109
NODE_047,2020-06-01T00:30:00+00:00,51.09995,-94.81904,25.13,60.72,29.01,0.4874,0.6817,49.12,4.63,189.9,0.1282,False,72.2,-107
NODE_048,2020-06-01T00:30:00+00:00,51.10011,-94.8049,25.91,61.59,29.64,0.3965,0.9214,51.12,4.17,203.8,0.1236,False,80.4,-85
NODE_049,2020-06-01T00:30:00+00:00,51.10047,-94.79072,25.94,61.45,29.69,0.3733,0.7586,48.97,4.8,194.8,0.1221,False,78.7,-86
NODE_050,2020-06-01T00:30:00+00:00,51.1093,-94.91961,25.95,59.96,31.16,0.3664,0.8927,45.51,4.74,190.4,0.124,False,74.8,-78
NODE_051,2020-06-01T00:30:00+00:00,51.10825,-94.90588,24.88,61.15,28.83,0.3886,0.7535,49.81,4.84,198.3,0.1197,False,71.5,-92
NODE_052,2020-06-01T00:30:00+00:00,51.10843,-94.89026,24.87,60.77,28.73,0.3532,0.6746,48.17,3.86,196.5,0.118,False,91.8,-62
NODE_053,2020-06-01T00:30:00+00:00,51.10891,-94.87628,25.61,60.86,30.4,0.4084,0.7851,49.82,4.39,195.9,0.1246,False,86.5,-71
NODE_054,2020-06-01T00:30:00+00:00,51.10732,-94.86192,25.63,60.22,30.32,0.3878,0.8507,47.62,5.58,190.5,0.1245,False,76.0,-78
NODE_055,2020-06-01T00:30:00+00:00,51.10878,-94.8482,25.62,60.84,30.59,0.4092,0.8624,47.21,5.43,199.8,0.125,False,74.2,-71
NODE_056,2020-06-01T00:30:00+00:00,51.10819,-94.83358,25.54,61.6,29.01,0.3408,0.7488,47.89,4.22,192.7,0.1184,False,86.9,-80
NODE_057,2020-06-01T00:30:00+00:00,51.10937,-94.81976,25.85,59.83,29.39,0.2911,0.7019,47.48,4.68,187.0,0.1188,False,70.8,-80
NODE_058,2020-06-01T00:30:00+00:00,51.10829,-94.8042,25.63,62.18,30.45,0.3791,0.8264,49.26,4.2,193.6,0.1202,False,91.6,-61
NODE_059,2020-06-01T00:30:00+00:00,51.10828,-94.79072,25.8,60.27,29.91,0.3773,0.8569,48.5,5.23,193.4,0.1236,False,74.5,-66
NODE_060,2020-06-01T00:30:00+00:00,51.11756,-94.92029,25.8,61.88,29.54,0.3569,0.8944,46.74,4.63,188.3,0.1196,False,86.8,-68
NODE_061,2020-06-01T00:30:00+00:00,51.11762,-94.90592,25.3,60.86,30.0,0.3759,0.7236,48.37,4.35,185.8,0.1205,False,90.4,-66
NODE_062,2020-06-01T00:30:00+00:00,51.11796,-94.89097,25.65,61.86,30.22,0.381,0.7672,52.22,5.65,192.2,0.121,False,91.1,-66
NODE_063,2020-06-01T00:30:00+00:00,51.11866,-94.87648,25.6,59.86,29.11,0.4668,0.8443,47.7,5.34,197.2,0.1302,False,81.4,-85
NODE_064,2020-06-01T00:30:00+00:00,51.1182,-94.86293,26.12,58.43,30.45,0.3608,0.798,51.18,4.49,196.6,0.1273,False,77.7,-80
NODE_065,2020-06-01T00:30:00+00:00,51.11745,-94.84776,25.88,62.52,29.98,0.4431,0.8227,49.59,4.78,190.0,0.1257,False,71.5,-77
NODE_066,2020-06-01T00:30:00+00:00,51.11839,-94.83442,25.75,61.42,30.29,0.4122,0.7073,49.24,5.64,200.9,0.1245,False,99.3,-100
NODE_067,2020-06-01T00:30:00+00:00,51.11801,-94.81894,24.91,62.01,29.5,0.358,0.8887,52.48,4.49,198.2,0.1163,False,97.2,-105
